Gene name,Gene stable ID version,Human gene stable ID,Human gene name
Gm13119,ENSMUSG00000070619.5,ENSG00000116726,PRAMEF12
Gm13119,ENSMUSG00000070619.5,ENSG00000187545,PRAMEF10
Gm13119,ENSMUSG00000070619.5,ENSG00000237700,PRAMEF33
Gm13119,ENSMUSG00000070619.5,ENSG00000279804,PRAMEF18
Gm13119,ENSMUSG00000070619.5,ENSG00000204505,PRAMEF9
Gm13119,ENSMUSG00000070619.5,ENSG00000204478,PRAMEF20
Gm13119,ENSMUSG00000070619.5,ENSG00000182330,PRAMEF8
Gm13119,ENSMUSG00000070619.5,ENSG00000120952,PRAMEF2
Gm13119,ENSMUSG00000070619.5,ENSG00000239810,PRAMEF11
Gm13119,ENSMUSG00000070619.5,ENSG00000204481,PRAMEF14
Gm13119,ENSMUSG00000070619.5,ENSG00000204510,PRAMEF7
Gm13119,ENSMUSG00000070619.5,ENSG00000204501,PRAMEF15
Gm13119,ENSMUSG00000070619.5,ENSG00000243073,PRAMEF4
Gm13119,ENSMUSG00000070619.5,ENSG00000204480,PRAMEF19
Gm13119,ENSMUSG00000070619.5,ENSG00000274764,PRAMEF27
Gm13119,ENSMUSG00000070619.5,ENSG00000229571,PRAMEF25
Gm13119,ENSMUSG00000070619.5,ENSG00000232423,PRAMEF6
Gm13119,ENSMUSG00000070619.5,ENSG00000279169,PRAMEF13
Pcdhgb7,ENSMUSG00000104063.1,ENSG00000254122,PCDHGB7
Gatad2a,ENSMUSG00000036180.15,ENSG00000167491,GATAD2A
Gm42416,ENSMUSG00000103458.1,ENSG00000204967,PCDHA4
Pramef20,ENSMUSG00000073721.5,ENSG00000116721,PRAMEF1
Pramef20,ENSMUSG00000073721.5,ENSG00000204479,PRAMEF17
Pramef20,ENSMUSG00000073721.5,ENSG00000270601,PRAMEF5
Pramef20,ENSMUSG00000073721.5,ENSG00000280267,PRAMEF26
Pramef20,ENSMUSG00000073721.5,ENSG00000116726,PRAMEF12
Pramef20,ENSMUSG00000073721.5,ENSG00000187545,PRAMEF10
Pramef20,ENSMUSG00000073721.5,ENSG00000237700,PRAMEF33
Pramef20,ENSMUSG00000073721.5,ENSG00000279804,PRAMEF18
Pramef20,ENSMUSG00000073721.5,ENSG00000204505,PRAMEF9
Pramef20,ENSMUSG00000073721.5,ENSG00000204478,PRAMEF20
Pramef20,ENSMUSG00000073721.5,ENSG00000182330,PRAMEF8
Pramef20,ENSMUSG00000073721.5,ENSG00000120952,PRAMEF2
Pramef20,ENSMUSG00000073721.5,ENSG00000239810,PRAMEF11
Pramef20,ENSMUSG00000073721.5,ENSG00000204481,PRAMEF14
Pramef20,ENSMUSG00000073721.5,ENSG00000204510,PRAMEF7
Pramef20,ENSMUSG00000073721.5,ENSG00000204501,PRAMEF15
Pramef20,ENSMUSG00000073721.5,ENSG00000243073,PRAMEF4
Pramef20,ENSMUSG00000073721.5,ENSG00000204480,PRAMEF19
Pramef20,ENSMUSG00000073721.5,ENSG00000274764,PRAMEF27
Pramef20,ENSMUSG00000073721.5,ENSG00000229571,PRAMEF25
Pramef20,ENSMUSG00000073721.5,ENSG00000232423,PRAMEF6
Pramef20,ENSMUSG00000073721.5,ENSG00000279169,PRAMEF13
Pcdha8,ENSMUSG00000103800.1,ENSG00000204963,PCDHA7
Pcdha8,ENSMUSG00000103800.1,ENSG00000204961,PCDHA9
Pcdha5,ENSMUSG00000103092.1,ENSG00000204965,PCDHA5
Pcdhgc3,ENSMUSG00000102918.1,ENSG00000240184,PCDHGC3
Rgs11,ENSMUSG00000024186.15,ENSG00000076344,RGS11
Slc7a14,ENSMUSG00000069072.9,ENSG00000013293,SLC7A14
Olfr1420,ENSMUSG00000060878.4,ENSG00000172289,OR10V1
Znrd2,ENSMUSG00000079478.9,ENSG00000173465,ZNRD2
Gng7,ENSMUSG00000048240.14,ENSG00000176533,GNG7
Atp10b,ENSMUSG00000055415.8,ENSG00000118322,ATP10B
Agpat3,ENSMUSG00000001211.15,ENSG00000160216,AGPAT3
Dstn,ENSMUSG00000015932.8,ENSG00000125868,DSTN
Asz1,ENSMUSG00000010796.11,ENSG00000154438,ASZ1
Pramef12,ENSMUSG00000028591.11,ENSG00000116721,PRAMEF1
Pramef12,ENSMUSG00000028591.11,ENSG00000204479,PRAMEF17
Pramef12,ENSMUSG00000028591.11,ENSG00000270601,PRAMEF5
Pramef12,ENSMUSG00000028591.11,ENSG00000280267,PRAMEF26
Pramef12,ENSMUSG00000028591.11,ENSG00000116726,PRAMEF12
Pramef12,ENSMUSG00000028591.11,ENSG00000187545,PRAMEF10
Pramef12,ENSMUSG00000028591.11,ENSG00000237700,PRAMEF33
Pramef12,ENSMUSG00000028591.11,ENSG00000279804,PRAMEF18
Pramef12,ENSMUSG00000028591.11,ENSG00000204505,PRAMEF9
Pramef12,ENSMUSG00000028591.11,ENSG00000204478,PRAMEF20
Pramef12,ENSMUSG00000028591.11,ENSG00000182330,PRAMEF8
Pramef12,ENSMUSG00000028591.11,ENSG00000120952,PRAMEF2
Pramef12,ENSMUSG00000028591.11,ENSG00000239810,PRAMEF11
Pramef12,ENSMUSG00000028591.11,ENSG00000204481,PRAMEF14
Pramef12,ENSMUSG00000028591.11,ENSG00000204510,PRAMEF7
Pramef12,ENSMUSG00000028591.11,ENSG00000204501,PRAMEF15
Pramef12,ENSMUSG00000028591.11,ENSG00000243073,PRAMEF4
Pramef12,ENSMUSG00000028591.11,ENSG00000204480,PRAMEF19
Pramef12,ENSMUSG00000028591.11,ENSG00000274764,PRAMEF27
Pramef12,ENSMUSG00000028591.11,ENSG00000229571,PRAMEF25
Pramef12,ENSMUSG00000028591.11,ENSG00000232423,PRAMEF6
Pramef12,ENSMUSG00000028591.11,ENSG00000279169,PRAMEF13
Gm50387,ENSMUSG00000118125.1,ENSG00000173465,ZNRD2
Fam89b,ENSMUSG00000024939.6,ENSG00000176973,FAM89B
Tent5c,ENSMUSG00000044468.14,ENSG00000183508,TENT5C
Inafm1,ENSMUSG00000091811.2,ENSG00000257704,INAFM1
Gng11,ENSMUSG00000032766.9,ENSG00000127920,GNG11
Cdo1,ENSMUSG00000033022.8,ENSG00000129596,CDO1
Gm11808,ENSMUSG00000068240.5,ENSG00000221983,UBA52
Cfap70,ENSMUSG00000039543.16,ENSG00000156042,CFAP70
Dsc1,ENSMUSG00000044322.7,ENSG00000134765,DSC1
Mta1,ENSMUSG00000021144.14,ENSG00000182979,MTA1
Osgep,ENSMUSG00000006289.14,ENSG00000092094,OSGEP
Chpf2,ENSMUSG00000038181.16,ENSG00000033100,CHPF2
Arhgdig,ENSMUSG00000073433.11,ENSG00000242173,ARHGDIG
Tnfsf12,ENSMUSG00000097328.7,ENSG00000239697,TNFSF12
Patl1,ENSMUSG00000046139.8,ENSG00000166889,PATL1
Smarcd3,ENSMUSG00000028949.13,ENSG00000082014,SMARCD3
Pnmt,ENSMUSG00000038216.7,ENSG00000141744,PNMT
Pcdhga5,ENSMUSG00000103567.1,ENSG00000253485,PCDHGA5
Leng1,ENSMUSG00000078813.3,ENSG00000105617,LENG1
Gm37388,ENSMUSG00000103125.1,ENSG00000204965,PCDHA5
Pcdha12,ENSMUSG00000103310.1,ENSG00000239389,PCDHA13
Tmc4,ENSMUSG00000019734.16,ENSG00000167608,TMC4
Gm5039,ENSMUSG00000093847.2,ENSG00000198692,EIF1AY
Pgghg,ENSMUSG00000062031.13,ENSG00000142102,PGGHG
Dcxr,ENSMUSG00000039450.11,ENSG00000169738,DCXR
Spag1,ENSMUSG00000037617.12,ENSG00000104450,SPAG1
Dand5,ENSMUSG00000053226.7,ENSG00000179284,DAND5
Ciao3,ENSMUSG00000002280.11,ENSG00000103245,CIAO3
Lrtm1,ENSMUSG00000045776.3,ENSG00000144771,LRTM1
Tnfsf13,ENSMUSG00000089669.7,ENSG00000161955,TNFSF13
Pwwp3a,ENSMUSG00000020156.16,ENSG00000160953,PWWP3A
Gadd45gip1,ENSMUSG00000033751.5,ENSG00000179271,GADD45GIP1
Rsph1,ENSMUSG00000024033.10,ENSG00000160188,RSPH1
Rad23a,ENSMUSG00000003813.15,ENSG00000179262,RAD23A
Vipas39,ENSMUSG00000021038.17,ENSG00000151445,VIPAS39
Aco1,ENSMUSG00000028405.9,ENSG00000122729,ACO1
Luzp1,ENSMUSG00000001089.14,ENSG00000169641,LUZP1
Ifrd1,ENSMUSG00000001627.12,ENSG00000006652,IFRD1
Ifrd1,ENSMUSG00000001627.12,ENSG00000288640,AC005192.1
Cacna2d3,ENSMUSG00000021991.9,ENSG00000157445,CACNA2D3
Pcdha1,ENSMUSG00000103442.5,ENSG00000204970,PCDHA1
Dnajc19,ENSMUSG00000027679.13,ENSG00000205981,DNAJC19
Gm21256,ENSMUSG00000094782.7,ENSG00000139351,SYCP3
Ankrd66,ENSMUSG00000096140.2,ENSG00000230062,ANKRD66
Gm21317,ENSMUSG00000101286.1,ENSG00000139351,SYCP3
Tnfsfm13,ENSMUSG00000018752.19,ENSG00000248871,TNFSF12-TNFSF13
Insyn2a,ENSMUSG00000073805.5,ENSG00000188916,INSYN2A
Lrrn1,ENSMUSG00000034648.9,ENSG00000175928,LRRN1
Pcdhga11,ENSMUSG00000102742.1,ENSG00000253873,PCDHGA11
Arl2,ENSMUSG00000024944.6,ENSG00000213465,ARL2
Scn3b,ENSMUSG00000049281.16,ENSG00000166257,SCN3B
Cnot3,ENSMUSG00000035632.16,ENSG00000088038,CNOT3
Bmi1,ENSMUSG00000026739.13,ENSG00000168283,BMI1
Bmi1,ENSMUSG00000026739.13,ENSG00000269897,COMMD3-BMI1
Vps18,ENSMUSG00000034216.12,ENSG00000104142,VPS18
Mmp3,ENSMUSG00000043613.8,ENSG00000149968,MMP3
Hepacam,ENSMUSG00000046240.8,ENSG00000165478,HEPACAM
Cdk5r2,ENSMUSG00000090071.4,ENSG00000171450,CDK5R2
Unc5a,ENSMUSG00000025876.15,ENSG00000113763,UNC5A
Batf2,ENSMUSG00000039699.14,ENSG00000168062,BATF2
Hps5,ENSMUSG00000014418.16,ENSG00000110756,HPS5
Morn3,ENSMUSG00000029477.14,ENSG00000139714,MORN3
Armc5,ENSMUSG00000042178.6,ENSG00000140691,ARMC5
Prss37,ENSMUSG00000029909.6,ENSG00000165076,PRSS37
Foxk1,ENSMUSG00000056493.9,ENSG00000164916,FOXK1
Zfp397,ENSMUSG00000024276.7,ENSG00000186812,ZNF397
Dusp18,ENSMUSG00000047205.12,ENSG00000167065,DUSP18
Proser1,ENSMUSG00000049504.12,ENSG00000120685,PROSER1
Ifitm5,ENSMUSG00000025489.5,ENSG00000206013,IFITM5
Olfr461,ENSMUSG00000068259.4,ENSG00000237621,OR9A1P
Ifitm2,ENSMUSG00000060591.9,ENSG00000185885,IFITM1
Ifitm2,ENSMUSG00000060591.9,ENSG00000185201,IFITM2
Ifitm2,ENSMUSG00000060591.9,ENSG00000142089,IFITM3
Haspin,ENSMUSG00000050107.2,ENSG00000177602,HASPIN
Olfr460,ENSMUSG00000045514.5,ENSG00000258083,OR9A4
Itgae,ENSMUSG00000005947.11,ENSG00000083457,ITGAE
Pomc,ENSMUSG00000020660.6,ENSG00000115138,POMC
Nmnat1,ENSMUSG00000028992.13,ENSG00000173614,NMNAT1
Tspyl1,ENSMUSG00000047514.6,ENSG00000189241,TSPYL1
Inpp5d,ENSMUSG00000026288.14,ENSG00000168918,INPP5D
Pcdhb20,ENSMUSG00000046191.7,ENSG00000120327,PCDHB14
Erfl,ENSMUSG00000108367.2,ENSG00000268041,ERFL
Nmd3,ENSMUSG00000027787.14,ENSG00000169251,NMD3
Thoc5,ENSMUSG00000034274.11,ENSG00000100296,THOC5
Pcdhb3,ENSMUSG00000045498.1,ENSG00000113205,PCDHB3
Slc22a23,ENSMUSG00000038267.15,ENSG00000137266,SLC22A23
Relch,ENSMUSG00000026319.13,ENSG00000134444,RELCH
Pcdhgc5,ENSMUSG00000102543.5,ENSG00000240764,PCDHGC5
Cep131,ENSMUSG00000039781.14,ENSG00000141577,CEP131
Irf4,ENSMUSG00000021356.10,ENSG00000137265,IRF4
Mmp1a,ENSMUSG00000043089.6,ENSG00000196611,MMP1
Stxbp2,ENSMUSG00000004626.14,ENSG00000076944,STXBP2
4833420G17Rik,ENSMUSG00000062822.8,ENSG00000172244,C5orf34
Sdr16c5,ENSMUSG00000028236.3,ENSG00000170786,SDR16C5
Scarf2,ENSMUSG00000012017.4,ENSG00000244486,SCARF2
Thap4,ENSMUSG00000026279.14,ENSG00000176946,THAP4
Slc35e4,ENSMUSG00000048807.2,ENSG00000100036,SLC35E4
Reg1,ENSMUSG00000059654.7,ENSG00000115386,REG1A
Srrm3,ENSMUSG00000039860.19,ENSG00000177679,SRRM3
Mplkip,ENSMUSG00000012429.9,ENSG00000168303,MPLKIP
Rundc3b,ENSMUSG00000040570.14,ENSG00000105784,RUNDC3B
Yeats2,ENSMUSG00000041215.16,ENSG00000163872,YEATS2
Sugct,ENSMUSG00000055137.7,ENSG00000175600,SUGCT
Adam11,ENSMUSG00000020926.16,ENSG00000073670,ADAM11
Mthfd1l,ENSMUSG00000040675.17,ENSG00000120254,MTHFD1L
Ska1,ENSMUSG00000036223.16,ENSG00000154839,SKA1
Atg4b,ENSMUSG00000026280.17,ENSG00000168397,ATG4B
Kcnf1,ENSMUSG00000051726.6,ENSG00000162975,KCNF1
Gramd1a,ENSMUSG00000001248.15,ENSG00000089351,GRAMD1A
Baat,ENSMUSG00000039653.9,ENSG00000136881,BAAT
Pde3a,ENSMUSG00000041741.10,ENSG00000172572,PDE3A
Rars2,ENSMUSG00000028292.14,ENSG00000146282,RARS2
Elovl3,ENSMUSG00000038754.5,ENSG00000119915,ELOVL3
Atg12,ENSMUSG00000032905.5,ENSG00000145782,ATG12
Pcdhb9,ENSMUSG00000051242.1,ENSG00000081818,PCDHB4
Aopep,ENSMUSG00000021458.17,ENSG00000148120,AOPEP
Osbp,ENSMUSG00000024687.11,ENSG00000110048,OSBP
Alg6,ENSMUSG00000073792.11,ENSG00000088035,ALG6
Pcdhb6,ENSMUSG00000051678.4,ENSG00000113209,PCDHB5
Catsper2,ENSMUSG00000033486.14,ENSG00000166762,CATSPER2
Gins1,ENSMUSG00000027454.10,ENSG00000101003,GINS1
Pcdhga6,ENSMUSG00000103793.1,ENSG00000253731,PCDHGA6
Pcdha7,ENSMUSG00000104318.1,ENSG00000204963,PCDHA7
Pcdha7,ENSMUSG00000104318.1,ENSG00000204961,PCDHA9
Pcdha4,ENSMUSG00000104252.5,ENSG00000204967,PCDHA4
Ahcyl2,ENSMUSG00000029772.17,ENSG00000158467,AHCYL2
Gm20809,ENSMUSG00000093868.2,ENSG00000147059,SPIN2A
Gm20809,ENSMUSG00000093868.2,ENSG00000186787,SPIN2B
Pias2,ENSMUSG00000025423.16,ENSG00000078043,PIAS2
Itih3,ENSMUSG00000006522.17,ENSG00000162267,ITIH3
Ppp2r5c,ENSMUSG00000017843.14,ENSG00000078304,PPP2R5C
Clec5a,ENSMUSG00000029915.14,ENSG00000258227,CLEC5A
Gdpd1,ENSMUSG00000061666.6,ENSG00000153982,GDPD1
Dhx29,ENSMUSG00000042426.6,ENSG00000067248,DHX29
Abcb1a,ENSMUSG00000040584.8,ENSG00000085563,ABCB1
Pgap3,ENSMUSG00000038208.13,ENSG00000161395,PGAP3
Mrpl50,ENSMUSG00000044018.3,ENSG00000136897,MRPL50
Pla2g7,ENSMUSG00000023913.17,ENSG00000146070,PLA2G7
Pcdhac2,ENSMUSG00000102697.1,ENSG00000243232,PCDHAC2
Zfp189,ENSMUSG00000039634.12,ENSG00000136870,ZNF189
Pdia3,ENSMUSG00000027248.13,ENSG00000167004,PDIA3
4930433I11Rik,ENSMUSG00000091692.2,ENSG00000187833,C2orf78
Olfr1423,ENSMUSG00000067529.2,ENSG00000176200,OR4D11
Ubqln3,ENSMUSG00000051618.5,ENSG00000175520,UBQLN3
Olfr1424,ENSMUSG00000067528.3,ENSG00000254466,OR4D10
Stoml3,ENSMUSG00000027744.4,ENSG00000133115,STOML3
Osbpl3,ENSMUSG00000029822.15,ENSG00000070882,OSBPL3
Ubqlnl,ENSMUSG00000051437.4,ENSG00000175518,UBQLNL
Sfxn3,ENSMUSG00000025212.17,ENSG00000107819,SFXN3
Ap3s1,ENSMUSG00000024480.9,ENSG00000177879,AP3S1
Dsg1c,ENSMUSG00000034774.6,ENSG00000134760,DSG1
Gm20792,ENSMUSG00000101653.1,ENSG00000139351,SYCP3
Pcdhb2,ENSMUSG00000051599.4,ENSG00000112852,PCDHB2
Mybph,ENSMUSG00000042451.12,ENSG00000133055,MYBPH
Atxn2l,ENSMUSG00000032637.15,ENSG00000168488,ATXN2L
Bbox1,ENSMUSG00000041660.8,ENSG00000129151,BBOX1
Pcdhb5,ENSMUSG00000063687.3,ENSG00000081818,PCDHB4
Fev,ENSMUSG00000055197.4,ENSG00000163497,FEV
Slc7a13,ENSMUSG00000041052.8,ENSG00000164893,SLC7A13
Tmem134,ENSMUSG00000024845.17,ENSG00000172663,TMEM134
Pcdhb10,ENSMUSG00000045657.3,ENSG00000113209,PCDHB5
Stmn1,ENSMUSG00000028832.11,ENSG00000117632,STMN1
Myoc,ENSMUSG00000026697.10,ENSG00000034971,MYOC
Pcdhb4,ENSMUSG00000045689.3,ENSG00000113209,PCDHB5
Mtch2,ENSMUSG00000027282.17,ENSG00000109919,MTCH2
Adora1,ENSMUSG00000042429.8,ENSG00000163485,ADORA1
Pcdha2,ENSMUSG00000104148.5,ENSG00000204969,PCDHA2
Atp6v0d2,ENSMUSG00000028238.6,ENSG00000147614,ATP6V0D2
Olfr1425,ENSMUSG00000067526.3,ENSG00000254466,OR4D10
P3h4,ENSMUSG00000006931.15,ENSG00000141696,P3H4
Dll4,ENSMUSG00000027314.6,ENSG00000128917,DLL4
Stard3nl,ENSMUSG00000003062.13,ENSG00000010270,STARD3NL
Arfgef3,ENSMUSG00000019852.7,ENSG00000112379,ARFGEF3
Pxdc1,ENSMUSG00000021411.16,ENSG00000168994,PXDC1
Rabac1,ENSMUSG00000003380.11,ENSG00000105404,RABAC1
Stk26,ENSMUSG00000031112.10,ENSG00000134602,STK26
Chst10,ENSMUSG00000026080.13,ENSG00000115526,CHST10
Olfr1349,ENSMUSG00000048067.8,ENSG00000179919,OR10A7
Brsk2,ENSMUSG00000053046.16,ENSG00000174672,BRSK2
Fibin,ENSMUSG00000074971.4,ENSG00000176971,FIBIN
Olfr1426,ENSMUSG00000044994.10,ENSG00000254466,OR4D10
Rrbp1,ENSMUSG00000027422.15,ENSG00000125844,RRBP1
Slc25a2,ENSMUSG00000050304.4,ENSG00000120329,SLC25A2
Pcdha9,ENSMUSG00000103770.1,ENSG00000250120,PCDHA10
Frem2,ENSMUSG00000037016.11,ENSG00000150893,FREM2
Tas2r138,ENSMUSG00000058250.2,ENSG00000257138,TAS2R38
Hspa13,ENSMUSG00000032932.15,ENSG00000155304,HSPA13
Pfkfb3,ENSMUSG00000026773.19,ENSG00000170525,PFKFB3
Ppm1g,ENSMUSG00000029147.11,ENSG00000115241,PPM1G
Aldob,ENSMUSG00000028307.9,ENSG00000136872,ALDOB
Frmd7,ENSMUSG00000036131.12,ENSG00000165694,FRMD7
Cxxc1,ENSMUSG00000024560.7,ENSG00000154832,CXXC1
Pcdhgb4,ENSMUSG00000103585.1,ENSG00000253953,PCDHGB4
Fhdc1,ENSMUSG00000041842.15,ENSG00000137460,FHDC1
Pcdha11,ENSMUSG00000102206.5,ENSG00000249158,PCDHA11
Nppc,ENSMUSG00000026241.5,ENSG00000163273,NPPC
Ppy,ENSMUSG00000017316.13,ENSG00000108849,PPY
Nol6,ENSMUSG00000028430.14,ENSG00000165271,NOL6
Edn2,ENSMUSG00000028635.7,ENSG00000127129,EDN2
Axl,ENSMUSG00000002602.16,ENSG00000167601,AXL
Angpt2,ENSMUSG00000031465.6,ENSG00000091879,ANGPT2
Tspan18,ENSMUSG00000027217.13,ENSG00000157570,TSPAN18
Lrrc51,ENSMUSG00000064307.13,ENSG00000184154,LRTOMT
Klhl3,ENSMUSG00000014164.15,ENSG00000146021,KLHL3
Lzic,ENSMUSG00000028990.13,ENSG00000162441,LZIC
Fam181a,ENSMUSG00000096753.7,ENSG00000140067,FAM181A
Pcdhb16,ENSMUSG00000047910.6,ENSG00000187372,PCDHB13
Foxo6,ENSMUSG00000052135.8,ENSG00000204060,FOXO6
Pcdhb22,ENSMUSG00000073591.4,ENSG00000113248,PCDHB15
Tmem267,ENSMUSG00000074634.12,ENSG00000151881,TMEM267
Ogdh,ENSMUSG00000020456.17,ENSG00000105953,OGDH
Mcph1,ENSMUSG00000039842.15,ENSG00000147316,MCPH1
Pcdhga12,ENSMUSG00000102428.1,ENSG00000253159,PCDHGA12
Ifitm1,ENSMUSG00000025491.14,ENSG00000185885,IFITM1
Ifitm1,ENSMUSG00000025491.14,ENSG00000185201,IFITM2
Ifitm1,ENSMUSG00000025491.14,ENSG00000142089,IFITM3
Hes2,ENSMUSG00000028940.2,ENSG00000069812,HES2
Tdrd6,ENSMUSG00000040140.15,ENSG00000180113,TDRD6
C1qtnf12,ENSMUSG00000023571.4,ENSG00000184163,C1QTNF12
Psd3,ENSMUSG00000030465.19,ENSG00000156011,PSD3
Rassf8,ENSMUSG00000030259.12,ENSG00000123094,RASSF8
Cct2,ENSMUSG00000034024.8,ENSG00000166226,CCT2
Fkbp10,ENSMUSG00000001555.10,ENSG00000141756,FKBP10
Bach1,ENSMUSG00000025612.5,ENSG00000156273,BACH1
B3galt6,ENSMUSG00000050796.4,ENSG00000176022,B3GALT6
Cryba2,ENSMUSG00000006546.3,ENSG00000163499,CRYBA2
Man1a2,ENSMUSG00000008763.16,ENSG00000198162,MAN1A2
Reg3g,ENSMUSG00000030017.2,ENSG00000172023,REG1B
Ap5z1,ENSMUSG00000039623.13,ENSG00000242802,AP5Z1
Nr2f2,ENSMUSG00000030551.14,ENSG00000185551,NR2F2
Cacna1a,ENSMUSG00000034656.18,ENSG00000141837,CACNA1A
Cpne5,ENSMUSG00000024008.16,ENSG00000124772,CPNE5
Smg8,ENSMUSG00000020495.13,ENSG00000265303,AC099850.2
1700012P22Rik,ENSMUSG00000028589.2,ENSG00000157330,C1orf158
Nanp,ENSMUSG00000053916.4,ENSG00000170191,NANP
Pcdhb15,ENSMUSG00000047033.2,ENSG00000113212,PCDHB7
Lrrc9,ENSMUSG00000021090.16,ENSG00000131951,LRRC9
Nt5c3b,ENSMUSG00000017176.17,ENSG00000141698,NT5C3B
Pcdhgb6,ENSMUSG00000103088.1,ENSG00000253305,PCDHGB6
Tomt,ENSMUSG00000078630.8,ENSG00000284844,AP000812.4
Tomt,ENSMUSG00000078630.8,ENSG00000284922,AP000812.5
Ninl,ENSMUSG00000068115.13,ENSG00000101004,NINL
Chtop,ENSMUSG00000001017.15,ENSG00000160679,CHTOP
Smg1,ENSMUSG00000030655.15,ENSG00000157106,SMG1
Dnaaf3,ENSMUSG00000055809.7,ENSG00000167646,DNAAF3
Dnaaf3,ENSMUSG00000055809.7,ENSG00000267110,AC010327.2
Lamtor1,ENSMUSG00000030842.12,ENSG00000149357,LAMTOR1
Nr2f1,ENSMUSG00000069171.14,ENSG00000175745,NR2F1
Ptgds,ENSMUSG00000015090.13,ENSG00000284341,AL807752.7
Ptgds,ENSMUSG00000015090.13,ENSG00000107317,PTGDS
Tnni3,ENSMUSG00000035458.15,ENSG00000129991,TNNI3
Folr1,ENSMUSG00000001827.12,ENSG00000110195,FOLR1
Ccl28,ENSMUSG00000074715.3,ENSG00000151882,CCL28
St8sia5,ENSMUSG00000025425.18,ENSG00000101638,ST8SIA5
1700016H13Rik,ENSMUSG00000029320.11,ENSG00000285458,AC093827.5
1700016H13Rik,ENSMUSG00000029320.11,ENSG00000163633,C4orf36
Pip4p1,ENSMUSG00000035953.14,ENSG00000165782,PIP4P1
Lvrn,ENSMUSG00000024481.5,ENSG00000172901,LVRN
Nubp2,ENSMUSG00000039183.6,ENSG00000095906,NUBP2
Pcdhb19,ENSMUSG00000043313.6,ENSG00000120328,PCDHB12
Pcdhb19,ENSMUSG00000043313.6,ENSG00000197479,PCDHB11
Pik3c3,ENSMUSG00000033628.15,ENSG00000078142,PIK3C3
Bhlhe41,ENSMUSG00000030256.11,ENSG00000123095,BHLHE41
Fancc,ENSMUSG00000021461.17,ENSG00000158169,FANCC
Pcdhb12,ENSMUSG00000043458.5,ENSG00000113209,PCDHB5
Ifitm3,ENSMUSG00000025492.6,ENSG00000185885,IFITM1
Ifitm3,ENSMUSG00000025492.6,ENSG00000185201,IFITM2
Ifitm3,ENSMUSG00000025492.6,ENSG00000142089,IFITM3
Pcdhga3,ENSMUSG00000104346.1,ENSG00000254245,PCDHGA3
Crybb1,ENSMUSG00000029343.17,ENSG00000100122,CRYBB1
Mmp10,ENSMUSG00000047562.3,ENSG00000149968,MMP3
Olfr648,ENSMUSG00000042909.4,ENSG00000181616,OR52H1
Pttg1,ENSMUSG00000020415.16,ENSG00000250254,PTTG2
Pttg1,ENSMUSG00000020415.16,ENSG00000164611,PTTG1
Abcb1b,ENSMUSG00000028970.9,ENSG00000085563,ABCB1
Rap2c,ENSMUSG00000050029.7,ENSG00000123728,RAP2C
Slc25a27,ENSMUSG00000023912.10,ENSG00000153291,SLC25A27
Azin1,ENSMUSG00000037458.15,ENSG00000155096,AZIN1
Ifitm6,ENSMUSG00000059108.4,ENSG00000185885,IFITM1
Ifitm6,ENSMUSG00000059108.4,ENSG00000185201,IFITM2
Ifitm6,ENSMUSG00000059108.4,ENSG00000142089,IFITM3
Sptssb,ENSMUSG00000043461.13,ENSG00000196542,SPTSSB
Snx6,ENSMUSG00000005656.9,ENSG00000129515,SNX6
Ctu1,ENSMUSG00000038888.8,ENSG00000142544,CTU1
Mmp8,ENSMUSG00000005800.3,ENSG00000118113,MMP8
Nms,ENSMUSG00000067604.8,ENSG00000204640,NMS
Mex3b,ENSMUSG00000057706.7,ENSG00000183496,MEX3B
Apex1,ENSMUSG00000035960.14,ENSG00000100823,APEX1
Hmga1b,ENSMUSG00000078249.5,ENSG00000137309,HMGA1
Pcdhga7,ENSMUSG00000103472.1,ENSG00000253537,PCDHGA7
Ddx18,ENSMUSG00000001674.11,ENSG00000088205,DDX18
Plppr2,ENSMUSG00000040563.13,ENSG00000105520,PLPPR2
Taf7,ENSMUSG00000051316.8,ENSG00000178913,TAF7
Ola1,ENSMUSG00000027108.15,ENSG00000138430,OLA1
Olfr650-ps1,ENSMUSG00000081859.3,ENSG00000187747,OR52B6
Prr11,ENSMUSG00000020493.8,ENSG00000068489,PRR11
Pcdhga4,ENSMUSG00000103677.1,ENSG00000262576,PCDHGA4
Lrig2,ENSMUSG00000032913.13,ENSG00000198799,LRIG2
Pcdhb1,ENSMUSG00000051663.4,ENSG00000171815,PCDHB1
Pdcl3,ENSMUSG00000026078.10,ENSG00000115539,PDCL3
Lepr,ENSMUSG00000057722.17,ENSG00000116678,LEPR
Hes6,ENSMUSG00000067071.8,ENSG00000144485,HES6
Pcdhga9,ENSMUSG00000102440.1,ENSG00000261934,PCDHGA9
Cpa3,ENSMUSG00000001865.2,ENSG00000163751,CPA3
Fer1l6,ENSMUSG00000037106.8,ENSG00000214814,FER1L6
Ppp6r3,ENSMUSG00000024908.15,ENSG00000110075,PPP6R3
Chac1,ENSMUSG00000027313.3,ENSG00000128965,CHAC1
Vtcn1,ENSMUSG00000051076.8,ENSG00000134258,VTCN1
Asb2,ENSMUSG00000021200.14,ENSG00000100628,ASB2
C1qtnf4,ENSMUSG00000040794.5,ENSG00000172247,C1QTNF4
Eef1e1,ENSMUSG00000001707.8,ENSG00000124802,EEF1E1
